edrpou,official_address,mail_address,email,fax
04332041,45044 Волинська Ковельський Уховецьк Центральна буд. 16,45044 Волинська Ковельський Уховецьк Центральна буд. 16,Uhoveck@gmail.com,(03352) 90-4-23
05379346,23344 Вінницька Тиврівський Уяринці Миру буд. 1,23344 Вінницька Тиврівський Уяринці Миру буд. 1,Відсутня,0435523523
26410385,92025 Луганська Лутугинський с.Фабричний кв. Гагаріна буд. 6,92025 Луганська Лутугинський с.Фабричний кв. Гагаріна буд. 6,Відсутня,0643-6-96-2-82
34446857,08500 Київська Фастівський Фастів пл. Соборна буд. 1,08500 Київська Фастівський Фастів пл. Соборна буд. 1,fastiv@meta.ua,04565-6-31-00
04365844,27020 Кіровоградська Добровеличківський Федорівка Адміністративна буд. 3,27020 Кіровоградська Добровеличківський Федорівка Адміністративна буд. 3,dobrov@dv.kw.ukrtel.net,05253-26-1-46
04364880,27654  Кіровоградська Кіровоградський Федорівка Леоніда Кравчука буд. 73,27654  Кіровоградська Кіровоградський Федорівка Леоніда Кравчука буд. 73,fedorivskasr@mail.ru,(0522)315032
04364392,27535 Кіровоградська Світловодський Федірки 50річчя Жовтня буд. 1А,27535 Кіровоградська Світловодський Федірки 50річчя Жовтня буд. 1А,org@srda.gov.ua,(05236)5-45-17
20550234,78421 Івано-Франківська Надвірнянський Фитьків Січових Стрільців буд. 52,78421 Івано-Франківська Надвірнянський Фитьків Січових Стрільців буд. 52,fytkivrada75187@gmail.com,0347577518
04329694,"24405 Вінницька Бершадський Флорине Чкалова буд. 142,а","24405 Вінницька Бершадський Флорине Чкалова буд. 142,а",sr.florine@gmail.com,(04352) 2-18-37
35688378,98690 Республіка Крим Ялта Форос Космонавтів буд. 3,98690 Республіка Крим Ялта Форос Космонавтів буд. 3,foros-ispolkom@mail.ru,(0654)25-15-43
26447135,93720 Луганська Слов'яносербський Фрунзе Інтернаціональна буд. 133,93720 Луганська Слов'яносербський Фрунзе Інтернаціональна буд. 133,frunzesovet@mail.ru,(06473) 65-4-81
04368211,96576 Республіка Крим Сакський Фрунзе Гагаріна буд. 1,96576 Республіка Крим Сакський Фрунзе Гагаріна буд. 1,rada-frunze@mail.ru,0656398524
23680724,27122 Кіровоградська Новоукраїнський Фурманівка Перемоги буд. 4,27122 Кіровоградська Новоукраїнський Фурманівка Перемоги буд. 4,furmansilrada@ukr.net,
04525811,96017 Республіка Крим Красноперекопський Філатівка Кримська буд. 18,96017 Республіка Крим Красноперекопський Філатівка Кримська буд. 18,filatovskiy@rajonperekop.com.ua,
21046213,37022 Полтавська Пирятинський Харківці Леніна буд. 1,37022 Полтавська Пирятинський Харківці Леніна буд. 1,harkivtsi.cp@mail.ru,
24283333,61200 Харківська Київський м. Харків Сумська буд. 64 кiмната 100,61200 Харківська Київський м. Харків Сумська буд. 64 кiмната 100,oblrada@sovam.kharkov.ua,0577005335
25468715,"61034 Харківська  Харків Комсомольське шосе буд. 52 кiмната 69, 3 поверх","61034 Харківська  Харків Комсомольське шосе буд. 52 кiмната 69, 3 поверх",kharkivrada@ukr.net,(057) 777-20-52
35601957,"86700   м.Харцизьк Краснознаменська буд. 87""а""","86700   м.Харцизьк Краснознаменська буд. 87""а""",kanc.khartsyzk-rada@ukrpost.ua,(06257)  42736
04373367,82510 Львівська Турківський Хащів Середня буд. 200,82510 Львівська Турківський Хащів Середня буд. 200,khashchiv@ukr.net,0326933216
26347681,73000   м.Херсон просп.Ушакова буд. 37,73000   м.Херсон просп.Ушакова буд. 37,admin@city.kherson.ua,0552-491472
